nbfc_id,nbfc_name,layer,region,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,nnpa_pct,crar_pct,roa_pct
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY25Q2,30/09/2024,MSME,"22,806.11",3.814,0.915,26.46,3.192
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY22Q2,30-09-2021,Wholesale/Corporate,12144.64,6.569,2.759,27.72%,1.936
NBFC034,MiddleFin 34 Ltd,middle layer,Central,FY23Q2,30/09/2022,  Microfinance ,11565.8,9.772,3.518,28.45,2.535
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY23Q2,30/09/2022,Infrastructure,12574.97,4.12,1.483,29.01,1.95
NBFC038,MiddleFin 38 Ltd,  Middle Layer ,East,FY24Q4,31-03-2024,Infrastructure,7362.53,1.884,NA,23.66,3.633
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY22Q2,2021-09-30,Retail (Vehicle),17002.43,5.962,2.504,25.96,2.065
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY24Q2,30/09/2023,Wholesale/Corporate,24409.93,3.744,-,28.29%,2.742
NBFC011,UpperFin 11 Ltd,upper layer,South,FY22Q4,31/03/2022,Retail (Gold),"4,565.76",1.781,0.695,25.6,2.207
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY22Q4,2022-03-31,Wholesale/Corporate,747.96,6.166,2.405,29.22,1.236
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY22Q2,30-09-2021,msme,27679.21,7.538,3.166,23.55,1.338
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY22Q4,31-03-2022,Retail (Housing),23455.3,2.798,1.091,25.78%,1.979
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY23Q4,2023-03-31,Infrastructure,15012.98,3.081,1.017,28.05,3.239
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY23Q4,31/03/2023,Wholesale/Corporate,18575.35,4.008,1.323,27.98,3.16
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY24Q2,2023-09-30,Retail (Gold),3616.71,1.197,0.359,28.84,2.887
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY22Q2,2021-09-30,Retail (Gold),2172.63,1.96%,0.823,24.31,1.981
  NBFC028 ,MiddleFin 28 Ltd,Middle Layer,East,FY22Q4,31/03/2022,Microfinance,21869.04,10.414,4.061,25.44,1.615
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY24Q4,2024-03-31,Infrastructure,354.21,1.946,0.525,25.58,3.551
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY25Q4,31/03/2025,Retail (Gold),8889.11,0.986,0.207,28.16,2.314
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY23Q2,30-09-2022,Retail (Gold),1304.69,1.507,0.543,25.49,2.036
NBFC003,UpperFin 03 Ltd,upper layer,East,FY25Q2,30/09/2024,Retail (Housing),40369.98,1.667,0.4,28.77%,2.439
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY25Q2,30/09/2024,Retail (Vehicle),3159.73,3.264,0.783,23.27,2.543
NBFC032,MiddleFin 32 Ltd,ML,North,FY22Q4,31-03-2022,Retail (Housing),"13,457.83",2.865,1.117,25.0,1.376
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY24Q2,2023-09-30,Microfinance,3479.37,6.997,2.099,29.11,2.913
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY23Q2,30/09/2022,Retail (Housing),25919.78,2.411,0.868,25.61,2.483
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY22Q4,2022-03-31,MSME,8583.85,6.484%,2.529,24.29,1.544
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY25Q2,30-09-2024,Retail (Personal/Unsecured),30667.67,5.017,1.204,25.04,2.497
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY25Q2,2024-09-30,gold,12775.4,1.038,0.249,23.57,2.737
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY23Q2,30-09-2022,Retail (Personal/Unsecured),2542.86,7.831,2.819,27.89%,2.637
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY24Q2,2023-09-30,Retail (Personal/Unsecured),2366.37,5.793,1.738,25.23%,2.781
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY23Q2,30/09/2022,retail (housing),13653.33,2.409,N/A,29.47,1.644
NBFC016,MiddleFin 16 Ltd,Middle Layer,South,FY23Q2,2022-09-30,Retail (Housing),20530.41,2.561,0.922,28.73,2.309
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY24Q4,31-03-2024,Wholesale/Corporate,603.71,2.547,0.688,26.72,3.375
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY21Q4,31-03-2021,Microfinance,4345.73,11.463,5.158,23.72,1.293
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY24Q2,30/09/2023,Wholesale/Corporate,1205.57,3.693,1.108,30.29,3.464
NBFC033,MiddleFin 33 Ltd,Middle  Layer,East,FY23Q2,30/09/2022,Microfinance,"8,548.95",9.285,3.343,25.08,2.277
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY25Q2,2024-09-30,Retail (Vehicle),"41,541.08",3.139,0.753,27.29,2.526
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY22Q4,2022-03-31,Retail (Personal/Unsecured),18257.6,8.796,3.43,26.92,1.629
NBFC016,MiddleFin 16 Ltd,middle layer,South,FY24Q2,30/09/2023,Wholesale/Corporate,17270.98,3.958,1.187,27.98,3.547
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY22Q2,30/09/2021,  Microfinance ,4753.92,12.496,5.248,27.74,1.82
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY21Q4,31/03/2021,Infrastructure,5029.21,5.004,2.252,26.28,1.549
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY25Q4,2025-03-31,Retail (Vehicle),"47,097.81",2.968,0.623,25.37,2.713
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY22Q4,31/03/2022,gold,12425.02,1.794,0.7,24.69,1.775
NBFC011,UpperFin 11 Ltd,upper layer,South,FY23Q2,2022-09-30,Infrastructure,11531.84,4.185,1.507,26.54,1.572
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY24Q4,31-03-2024,Wholesale/Corporate,21345.0,2.635,0.711,24.43,2.811
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY25Q4,31/03/2025,Retail (Housing),26944.12,1.485,0.312,26.53,2.277
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY24Q4,31-03-2024,M.S.M.E,37786.82,2.847,0.769,29.5,3.114
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY23Q4,31-03-2023,Retail (Personal/Unsecured),5597.73,5.937,1.959,26.29,3.341
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY24Q2,30/09/2023,GOLD LOAN,12254.72,1.144,0.343,26.62,3.159
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY25Q2,30-09-2024,Retail (Personal/Unsecured),4515.82,5.076,1.218,25.19,2.716
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY25Q4,31/03/2025,Microfinance,4216.02,5.723,1.202,23.49,2.927
  NBFC026 ,MiddleFin 26 Ltd,Middle Layer,South,FY25Q4,31/03/2025,micro finance,25296.43,5.764%,1.21,27.77,3.337
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY22Q2,30/09/2021,Retail (Gold),16236.02,2.03,0.853,28.65,1.032
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY25Q4,2025-03-31,Retail (Housing),"20,373.32",1.472,0.309,26.4,3.047
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY25Q2,30/09/2024,  Retail (Personal/Unsecured) ,18657.58,5.259,,28.51,2.513
NBFC012,UpperFin 12 Ltd,  Upper Layer ,North,FY24Q4,2024-03-31,Retail (Vehicle),"20,959.65",2.301,0.621,28.31,3.528
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY23Q4,31-03-2023,gold,19996.71,1.272,0.42,27.05,3.167
NBFC003,UpperFin 03 Ltd,UL,East,FY23Q2,2022-09-30,GOLD LOAN,7851.14,1.55,0.558,27.64,2.398
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY23Q4,2023-03-31,microfinance,"23,321.55",7.402,2.443,28.86,2.758
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY24Q4,2024-03-31,Microfinance,6984.9,4.71,1.272,28.99,3.135
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY21Q4,31-03-2021,Retail (Housing),10589.35,null,1.455,23.0%,1.68
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY23Q2,30/09/2022,Retail (Housing),"11,401.97",2.377,0.856,28.06,2.198
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY22Q4,31-03-2022,MSME,2081.55,6.622,2.583,28.06,2.143
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY22Q2,2021-09-30,  Microfinance ,1957.8,11.619,4.88,23.63,1.924
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY25Q2,30/09/2024,Microfinance,3962.18,6.027,1.446,25.39,3.055
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY22Q2,30-09-2021,Microfinance,3117.29,12.663,5.318,28.19,1.023
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY23Q2,2022-09-30,Retail (Gold),"4,942.22",1.603,0.577,25.57,2.358
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY21Q4,31/03/2021,Retail (Personal/Unsecured),8280.96,10.112,4.55,26.85,1.591
NBFC052,BaseFin 52 Ltd,base layer,North,FY24Q2,30/09/2023,MSME,2346.8,4.254,1.276,27.94,3.393
  NBFC055 ,BaseFin 55 Ltd,Base Layer,West,FY21Q4,2021-03-31,Wholesale/Corporate,531.4,6.281%,2.826,25.66,1.582
  NBFC043 ,BaseFin 43 Ltd,BASE LAYER,East,FY22Q4,2022-03-31,Retail (Housing),967.25,2.819,1.099,26.63,2.151
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY25Q4,2025-03-31,Retail (Gold),3089.98,0.994,0.209,23.5,2.738
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY25Q2,2024-09-30,Infrastructure,378.46,2.764,0.663,27.16,2.619
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY22Q4,31-03-2022,  Retail (Personal/Unsecured) ,1205.31,8.817,3.439,29.0%,1.729
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY24Q2,30/09/2023,Microfinance,1707.3,6.719,2.016,N/A,3.439
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY25Q2,30-09-2024,MFI,2790.26,6.271,1.505,27.37,3.598
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY24Q2,30-09-2023,Retail (Gold),3767.83,1.185%,0.355,30.41,3.162
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY22Q2,2021-09-30,Retail (Vehicle),10623.93,5.884,2.471,26.12,1.151
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY23Q4,31-03-2023,Wholesale/Corporate,14957.65,3.924,1.295,29.52,3.234
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY24Q4,31-03-2024,  Retail (Vehicle) ,25446.84,2.364,0.638,25.01,3.764
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY24Q2,30-09-2023,Retail (Vehicle),31338.5,3.69,1.107,25.28,2.633
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY23Q2,30/09/2022,Infrastructure,11101.1,3.884,6.884,28.96,2.493
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY24Q2,30/09/2023,Retail (Personal/Unsecured),3131.43,5.894,1.768,26.16,3.156
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY22Q4,31/03/2022,Microfinance,22976.91,10.507,4.098,26.57,1.425
NBFC046,BaseFin 46 Ltd,BASE LAYER,South,FY22Q4,2022-03-31,Retail (Vehicle),2081.55,5.536,2.159,25.45,1.489
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY23Q4,2023-03-31,Infrastructure,12197.47,3.167,1.045,30.1%,2.89
  NBFC016 ,MiddleFin 16 Ltd,middle layer,South,FY22Q4,2022-03-31,MSME,21676.08,6.731,NA,27.6,1.872
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY24Q4,2024-03-31,Retail (Vehicle),35575.0,2.321,0.627,25.25,3.607
  NBFC005 ,UpperFin 05 Ltd,Upper Layer,West,FY22Q2,30/09/2021,MSME,"8,637.25",7.548,3.17,24.55,1.649
NBFC005,UpperFin 05 Ltd,UPPER LAYER,West,FY25Q4,31/03/2025,Retail (Vehicle),24494.65,2.785,0.585,23.49,3.044
  NBFC055 ,BaseFin 55 Ltd,Base Layer,West,FY23Q2,30/09/2022,gold,1920.07,1.599,0.576,25.36,1.839
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY23Q4,31/03/2023,Retail (Personal/Unsecured),23417.19,6.198,2.045,30.43,2.852
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY24Q4,31-03-2024,Retail (Vehicle),"43,716.15",2.358,0.637,29.51,3.545
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY21Q4,31/03/2021,MSME,20881.33,7.612,3.425,26.78,1.948
NBFC018,MiddleFin 18 Ltd,ML,East,FY25Q2,30/09/2024,Wholesale/Corporate,25233.39,3.329,0.799,23.96,2.632
NBFC059,BaseFin 59 Ltd,BL,Central,FY24Q4,31/03/2024,Retail (Personal/Unsecured),4527.85,4.028,1.088,25.77,3.845
NBFC056,BaseFin 56 Ltd,BASE LAYER,South,FY22Q4,31-03-2022,Infrastructure,155.7,4.532,1.767,27.59,2.012
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY22Q2,30/09/2021,Infrastructure,4998.02,5.335,2.241,23.65,1.055
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY24Q2,2023-09-30,Retail (Vehicle),19402.07,3.576,1.073,26.1,2.505
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY22Q2,2021-09-30,MSME,29081.42,7.532,3.163,27.23,1.68
NBFC012,UpperFin 12 Ltd,Upper Layer,North,FY24Q4,2024-03-31,Retail (Personal/Unsecured),10479.83,3.934,1.062,27.74,2.864
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY23Q4,2023-03-31,Microfinance,9088.12,7.229,2.386,28.33,2.665
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY23Q4,31-03-2023,Retail (Gold),8621.99,1.195,0.394,26.22%,3.03
  NBFC043 ,BaseFin 43 Ltd,Base Layer,East,FY25Q2,2024-09-30,Retail (Housing),1468.26,1.714,4.714,27.01,3.079
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY22Q4,31-03-2022,Retail (Vehicle),11191.8,5.672,2.212,25.92,1.246
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY25Q4,2025-03-31,Microfinance,7810.25,5.858,1.23,27.98%,null
NBFC026,MiddleFin 26 Ltd,  Middle Layer ,South,FY24Q4,31-03-2024,Retail (Personal/Unsecured),25958.64,3.833,1.035,N/A,3.159
NBFC008,UpperFin 08 Ltd,  Upper Layer ,East,FY21Q4,2021-03-31,Infrastructure,"15,753.05",5.217,2.348,23.19,2.014
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY21Q4,2021-03-31,Wholesale/Corporate,"13,502.62",6.485,2.918,24.54,2.0
NBFC016,MiddleFin 16 Ltd,middle layer,South,FY23Q4,31/03/2023,Retail (Housing),"22,174.45",1.976,0.652,25.81,2.739
NBFC020,MiddleFin 20 Ltd,middle layer,West,FY21Q4,2021-03-31,MSME,27533.43,7.539,3.393,23.05,1.951
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY21Q4,31/03/2021,Infrastructure,177.13,5.066,2.28,27.09,1.585
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY22Q2,30-09-2021,Retail (Vehicle),13683.8,5.818,2.444,27.84,1.513
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY22Q4,2022-03-31,Retail (Vehicle),22890.89,5.359%,2.09,25.65,2.195
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY23Q2,2022-09-30,Retail (Housing),"29,144.10",2.381,0.857,26.73%,2.0
  NBFC041 ,BaseFin 41 Ltd,Base Layer,South,FY23Q2,2022-09-30,Wholesale/Corporate,596.91,5.422,1.952,25.03,2.647
NBFC027,MiddleFin 27 Ltd,  Middle Layer ,North,FY21Q4,31/03/2021,M.S.M.E,"17,866.81",7.602%,3.421,23.48,0.997
NBFC006,UpperFin 06 Ltd,upper layer,South,FY25Q2,30/09/2024,retail (housing),43467.07,1.622,0.389,23.52,3.58
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q2,2024-09-30,Retail (Personal/Unsecured),27243.23,5.08,1.219,23.94,2.767
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY24Q4,31-03-2024,MSME,"21,851.20",2.907,0.785,25.19,2.886
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY25Q4,2025-03-31,Wholesale/Corporate,1208.12,,0.646,22.95,2.579
  NBFC002 ,UpperFin 02 Ltd,UPPER LAYER,North,FY25Q4,2025-03-31,Retail (Gold),12831.43,0.918,0.193,24.9%,2.839
NBFC018,MiddleFin 18 Ltd,ML,East,FY25Q4,31/03/2025,Retail (Vehicle),42960.02,2.96,0.622,23.93,-
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY24Q2,30/09/2023,MSME,1840.51,4.381,1.314,28.37,3.672
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY23Q4,31-03-2023,Infrastructure,12455.29,N/A,1.064,24.75,2.979
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY22Q4,2022-03-31,Retail (Gold),"6,994.87",1.775,0.692,27.67,1.676
  NBFC018 ,MiddleFin 18 Ltd,Middle Layer,East,FY25Q4,31/03/2025,Microfinance,32220.01,5.819,1.222,23.37,2.644
NBFC018,MiddleFin 18 Ltd,Middle  Layer,East,FY21Q4,2021-03-31,Microfinance,17927.65,12.195,5.488,22.98,2.04
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY22Q4,2022-03-31,Microfinance,"10,811.42",11.112,4.334,27.08,1.948
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY22Q2,2021-09-30,GOLD LOAN,6885.08,1.948,0.818,24.9,1.626
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY24Q4,31-03-2024,Retail (Housing),34019.72,1.173,0.317,999,3.063
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY23Q2,2022-09-30,Retail (Housing),1287.53,2.585%,0.931,30.04,2.205
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY23Q4,31-03-2023,Retail (Gold),8177.94,1.243%,0.41,27.12,2.618
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY25Q2,30-09-2024,  Retail (Personal/Unsecured) ,13594.37,5.244,1.259,24.78,3.118
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY23Q2,30/09/2022,Wholesale/Corporate,783.68,5.135,1.849,28.32,1.58
NBFC004,UpperFin 04 Ltd,upper layer,Central,FY25Q2,30/09/2024,Retail (Personal/Unsecured),"10,431.68",-,1.31,23.28,2.931
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY24Q2,30/09/2023,Retail (Personal/Unsecured),"6,103.86",,1.778,29.08,3.285
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY21Q4,31-03-2021,MFI,"20,650.07",12.256,5.515,26.28,1.235
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY24Q2,2023-09-30,Retail (Personal/Unsecured),"3,792.54",5.703,1.711,26.93,3.436
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY25Q4,2025-03-31,Microfinance,16456.0,5.805,1.219,23.25,2.834
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY21Q4,31-03-2021,Microfinance,7543.82,12.218,5.498,27.1,1.428
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY21Q4,31-03-2021,MSME,9658.44,7.659,3.447,27.81,1.16
NBFC052,BaseFin 52 Ltd,  Base Layer ,North,FY23Q2,2022-09-30,Retail (Personal/Unsecured),2561.97,7.787,2.803,25.57,1.629
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY25Q4,2025-03-31,Retail (Housing),"14,882.74",1.563,0.328,24.25,2.676
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY23Q4,31-03-2023,Wholesale/Corporate,16726.56,4.177,1.378,28.42%,3.046
NBFC038,MiddleFin 38 Ltd,Middle  Layer,East,FY24Q2,30/09/2023,Retail (Personal/Unsecured),11561.47,5.902,1.771,26.57,3.125
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY25Q2,2024-09-30,Retail (Housing),14865.22,1.592,0.382,27.31,3.547
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY22Q4,2022-03-31,Infrastructure,197.09,4.907,1.914,29.05,1.654
NBFC024,MiddleFin 24 Ltd,middle layer,Central,FY25Q4,31/03/2025,Retail (Housing),15817.58,1.479,0.311,28.24,2.982
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY22Q2,2021-09-30,Wholesale/Corporate,"8,552.38",6.435,2.703,-,1.107
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY22Q2,2021-09-30,micro finance,9671.13,12.126,5.093,26.3,2.091
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY24Q2,30-09-2023,Microfinance,4213.93,7.112,2.134,25.22,2.941
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY23Q2,2022-09-30,Retail (Personal/Unsecured),19762.98,7.808,2.811,27.32,2.405
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY22Q2,2021-09-30,Infrastructure,11901.7,5.284,2.219,26.86,1.08
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY25Q2,30-09-2024,Retail (Vehicle),35048.77,3.234,0.776,28.27,2.759
NBFC048,BaseFin 48 Ltd,base layer,East,FY22Q4,31/03/2022,Retail (Housing),997.28,2.928,1.142,23.93,1.743
  NBFC022 ,MiddleFin 22 Ltd,Middle Layer,North,FY22Q4,31/03/2022,Wholesale/Corporate,"8,490.06",6.01,2.344,999,1.493
NBFC037,MiddleFin 37 Ltd,middle layer,North,FY24Q4,31/03/2024,MSME,25418.1,2.772,0.748,24.93%,3.197
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY24Q2,30-09-2023,Retail (Gold),3792.54,1.122,0.337,25.61,3.641
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY22Q2,2021-09-30,Microfinance,2716.1,11.821,4.965,23.12,1.888
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY22Q2,2021-09-30,MSME,1412.42,7.59,3.188,25.11,1.216
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY21Q4,31/03/2021,Wholesale/Corporate,703.76,6.469,2.911,24.97,0.93
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY24Q4,31-03-2024,Retail (Gold),10672.5,0.767,0.207,25.43,2.975
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY24Q4,2024-03-31,MSME,15658.89,2.735,0.738,29.02,3.509
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY21Q4,31-03-2021,MSME,10266.23,7.552,3.398,24.75,1.908
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY24Q4,31-03-2024,Retail (Gold),12061.99,0.774,0.209,24.14,3.071
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY22Q2,30/09/2021,Infrastructure,299.23,5.422,2.277,27.67,1.501
NBFC043,BaseFin 43 Ltd,base layer,East,FY24Q2,30-09-2023,MSME,"2,157.91",4.558,1.367,25.56,3.24
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY22Q2,2021-09-30,GOLD LOAN,"4,318.63",2.046%,0.859,27.33,2.17
NBFC029,MiddleFin 29 Ltd,  Middle Layer ,Central,FY25Q2,30/09/2024,micro finance,26980.68,6.023,1.446,25.59,3.347
NBFC009,UpperFin 09 Ltd,  Upper Layer ,Central,FY25Q4,31/03/2025,Infrastructure,27794.08,2.547,0.535,26.26,2.579
NBFC019,MiddleFin 19 Ltd,middle layer,Central,FY23Q2,2022-09-30,Retail (Gold),"15,620.62",1.58,0.569,29.93,1.85
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY25Q2,2024-09-30,Wholesale/Corporate,"27,663.80",3.297,0.791,27.84,2.488
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY25Q4,31-03-2025,Retail (Vehicle),"2,078.32",,0.632,24.33,3.222
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q2,2024-09-30,Microfinance,23351.34,6.189,1.485,27.0,3.32
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY21Q4,2021-03-31,Retail (Gold),"1,145.70",2.017%,0.908,24.04,2.03
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY24Q2,2023-09-30,Wholesale/Corporate,788.79,3.744,1.123,27.06,3.525
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY25Q2,30/09/2024,Wholesale/Corporate,16973.77,3.295%,0.791,28.45,2.752
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY21Q4,31-03-2021,Infrastructure,"8,646.67",4.835,2.176,22.38,1.557
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY25Q2,2024-09-30,  Wholesale/Corporate ,18860.81,3.332,0.8,23.7,2.563
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY23Q4,31/03/2023,Retail (Gold),3726.05,1.231,0.406,28.47,2.505
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY25Q2,30/09/2024,Retail (Personal/Unsecured),13766.39,5.079,1.219,24.13,2.856
NBFC042,BaseFin 42 Ltd,base layer,North,FY21Q4,2021-03-31,Retail (Vehicle),2079.5,6.108,2.749,24.02,1.993
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY22Q4,31-03-2022,M.S.M.E,10364.51,6.664,2.599,25.23,2.062
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY21Q4,2021-03-31,Microfinance,"1,399.34",12.144,5.465,26.65,1.291
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY25Q2,30-09-2024,  MSME ,19420.61,4.06,-,27.0,3.592
  NBFC056 ,BaseFin 56 Ltd,Base Layer,South,FY22Q2,2021-09-30,Retail (Housing),591.21,3.194,1.341,25.6%,1.632
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY22Q4,31-03-2022,Microfinance,18394.86,11.094,4.327,25.19,1.907
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY22Q4,31-03-2022,Infrastructure,133.92,4.906,1.913,29.05,1.975
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY24Q2,30-09-2023,Retail (Housing),1331.03,1.852%,0.556,25.62,3.307
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY24Q2,2023-09-30,Retail (Gold),18512.47,1.154,0.346,28.69,3.62
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY23Q2,30-09-2022,Retail (Personal/Unsecured),"9,816.70",7.594,2.734,-,2.431
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY24Q4,31-03-2024,Retail (Vehicle),"33,009.30",2.262,0.611,25.92,2.79
